name,description,video
JOLLY,,jolly.mp4
JOLT,,jolt.mp4
JON,(as in "the name"),jon.mp4
JORDAN,(as in "the country"),jordan.mp4
JOSEPH,(as in "the name"),joseph.mp4
JOSEPH,|(as in "the husband of Mary,_the_mother_of_jesu.mp4,JOSEPH2.mp4
JOSTLE,(as in "to elbow or bump into someone"),jostle.mp4
JOT,,jot.mp4
JOT DOWN,,jot_down.mp4
JOURNAL,,journal.mp4
JOURNALIST,,journalist.mp4
JOURNEY,,journey.mp4
JOVIAL,(as in "cheerful or friendly"),jovial.mp4
JOVIAL PERSON,(as in "a very cheery person"),jovial_person.mp4
JOY,,joy.mp4
JOYSTICK,(as in "game controller"),joystick.mp4
JUDAISM,,judaism.mp4
JUDGE,(as in "decide"),judge.mp4
JUDGE,(as in "a person"),judge2.mp4
JUDGMENT,(as in "judgment towards someone"),judgment.mp4
JUDGMENT,(as in "judgment towards me"),judgment2.mp4
JUDGMENT,(as in "to lay judgment on me"),judgment3.mp4
JUDGMENTAL,,judgmental.mp4
JUDGMENTAL,(as in "judgment towards someone"),judgmental2.mp4
JUDGMENTAL,(as in "judgmental towards me"),judgmental3.mp4
JUG,,jug.mp4
JUGGLE,(as in "indecisive"),juggle.mp4
JUGGLE,(as in "juggling things in the air"),juggle2.mp4
JUICE,,juice.mp4
JUKEBOX,,jukebox.mp4
JULY,(as in "the month"),july.mp4
JULY FOURTH,,july_fourth.mp4
JUMBO,,jumbo.mp4
JUMP,,jump.mp4
JUMP OVER,,jump_over.mp4
JUMP ROPE,,jump_rope.mp4
JUNCTION,,junction.mp4
JUNE,(as in "the month"),june.mp4
JUNGLE,,jungle.mp4
JUNIOR,(as in "junior in college"),junior.mp4
JUNIOR,(as in "junior in high school"),junior2.mp4
JUNIOR HIGH SCHOOL,,junior_high_school.mp4
JUNK,,junk.mp4
JUST,(as in "only"),just.mp4
JUST,(as in "recently"),just2.mp4
JUST,(as in "fair"),just3.mp4
JUSTICE,,justice.mp4
JUSTIFICATION,,justification.mp4
JUSTIFY,,justify.mp4
JUVENILE,,juvenile.mp4
K,(as in "the letter K"),k.mp4
KAHOOLAWE,(as in "one of the Hawaiian Islands"),kahoolawe.mp4
KAILASH,(as in "the name"),kailash.mp4
KALAMAZOO,(as in "the city in Michigan"),kalamazoo.mp4
KALEIDOSCOPE,,kaleidoscope.mp4
KANGAROO,,kangaroo.mp4
KANSAS,(as in "the state"),kansas.mp4
KARATE,,karate.mp4
KAREN,(as in "the name"),karen.mp4
KAUAI,(as in "one of the Hawaiian Islands"),kauai.mp4
KAZAKHSTAN,(as in "the country"),kazakhstan.mp4
KEEL,,keel.mp4
KEEN,(as in "smart; a keen mind"),keen.mp4
KEEP,(as in "as in preserve"),keep.mp4
KEEP,(as in "have or retain possession of"),keep2.mp4
KEEP,(as in "to continue"),keep3.mp4
KEEP A SECRET,(as in "be quiet"),keep_a_secret.mp4
KEEP IN MIND,,keep_in_mind.mp4
KEEP IT UNDER WRAPS,,keep_it_under_wraps.mp4
KEEP IT UNDER YOUR HAT,,keep_it_under_your_hat.mp4
KEEP ON,,keep_on.mp4
KEEP YOUR COOL,,keep_your_cool.mp4
KEN,(as in "the name"),ken.mp4
KENNEL,,kennel.mp4
KENTUCKY,(as in "the state"),kentucky.mp4
KERCHIEF,,kerchief.mp4
KERFUFFLE,,kerfuffle.mp4
KETCHUP,,ketchup.mp4
KEY,,key.mp4
KEYBOARD,,keyboard.mp4
KICK,,kick.mp4
KICK THE BUCKET,,kick_the_bucket.mp4
KICKOFF,,kickoff.mp4
KID,(as in "to kid or joke someone"),kid.mp4
KID,(as in "to kid me"),kid2.mp4
KIDDING ME,,kidding_me.mp4
KIDDUSH,,kiddush.mp4
KIDNAP,,kidnap.mp4
KIDNEY,,kidney.mp4
KIDS,(as in "child"),kids.mp4
KILL,,kill.mp4
KILL ME,,kill_me.mp4
KILL THEM,,kill_them.mp4
KILL TWO BIRDS WITH ONE STONE,,kill_two_birds_with_one_stone.mp4
KILL YOU,,kill_you.mp4
KILLER,,killer.mp4
KILO,(as in "kilogram"),kilo.mp4
KILOGRAM,(as in "unit of measurement"),kilogram.mp4
KILOMETER,(as in "unit of measurement"),kilometer.mp4
KILOMETER PER HOUR,(as in "a measurement of speed"),kilometer_per_hour.mp4
KILT,,kilt.mp4
KIM,(as in "the name"),kim.mp4
KIND,(as in "type or WHAT KIND"),kind.mp4
KIND,(as in "to be kind"),kind2.mp4
KINDERGARTEN,,kindergarten.mp4
KINDNESS,,kindness.mp4
KING,,king.mp4
KING DAVID,,king_david.mp4
KINGDOM,,kingdom.mp4
KINK,,kink.mp4
KIPAH,,kipah.mp4
KIRK,(as in "the name"),kirk.mp4
KISS,,kiss.mp4
KIT,(as in "the name"),kit.mp4
KITCHEN,,kitchen.mp4
KITE,,kite.mp4
KITTEN,(as in "a young cat"),kitten.mp4
KITTEN,(as in "a young mouse"),kitten2.mp4
KIWI,,kiwi.mp4
KK,(as in "the letter K twice"),kk.mp4
KLEENEX,,kleenex.mp4
KLUTZ,,klutz.mp4
KNEAD,,knead.mp4
KNEE,,knee.mp4
KNEE-HIGH TO A GRASSHOPPER,,knee2high_to_a_grasshopper.mp4
KNEEL,,kneel.mp4
KNIFE,(as in "a sharp tool"),knife.mp4
KNIFE,(as in "to stab"),knife2.mp4
KNIT,,knit.mp4
KNOB,,knob.mp4
KNOCK,,knock.mp4
KNOCK ON WOOD,,knock_on_wood.mp4
KNOCKED OUT,,knocked_out.mp4
KNOCKED UP,,knocked_up.mp4
KNOT,,knot.mp4
KNOTHOLES,,knotholes.mp4
KNOW,,know.mp4
KNOW EVERYTHING,,know_everything.mp4
KNOW NOTHING,,know_nothing.mp4
KNOW THAT,,know_that.mp4
KNOWLEDGE,,knowledge.mp4
KNUCKLE,,knuckle.mp4
KNUCKLES,,knuckles.mp4
KOALA BEAR,,koala_bear.mp4
KOREA,(as in "the region in East Asia"),korea.mp4
KOREAN,(as in "origin from Korea"),korean.mp4
KOSHER,,kosher.mp4
KOSOVO,(as in "the partially recognized country"),kosovo.mp4
KUWAIT,(as in "the country"),kuwait.mp4
KWANZAA,(as in "a celebration of African American cultural heritage and traditional values"),kwanzaa.mp4
KYRGYZSTAN,(as in "the country"),kyrgyzstan.mp4
L,(as in "the letter L"),l.mp4
LAB,(as in "laboratory"),lab.mp4
LAB,|(as in "the dog breed,_labrado.mp4,LAB2.mp4
LABEL,,label.mp4
LABOR,,labor.mp4
LABOR DAY,,labor_day.mp4
LABORATORY,,laboratory.mp4
LABRADOR,(as in "a dog breed"),labrador.mp4
LACK,(as in "not enough"),lack.mp4
LACKING,(as in "socially behind"),lacking.mp4
LACROSSE,,lacrosse.mp4
LADDER,,ladder.mp4
LADEN,(as in "heavily loaded"),laden.mp4
LADLE,(as in "the kitchen tool"),ladle.mp4
LADY,,lady.mp4
LADYBUG,,ladybug.mp4
LAG,,lag.mp4
LAID BACK,,laid_back.mp4
LAID BACK,,laid_back2.mp4
LAID UP,,laid_up.mp4
LAITY,,laity.mp4
LAKE,,lake.mp4
LAM,(as in "escape or flee"),lam.mp4
LAMB,(as in "a young sheep"),lamb.mp4
LAMBKIN,(as in "a young sheep"),lambkin.mp4
LAMP,,lamp.mp4
LANAI,(as in "one of the Hawaiian Islands"),lanai.mp4
LAND,(as in "property"),land.mp4
LANDSCAPING,,landscaping.mp4
LANE,(as in "a road or address"),lane.mp4
LANGUAGE,,language.mp4
LANSING,(as in "the capital of Michigan"),lansing.mp4
LANTERN,,lantern.mp4
LAOS,(as in "the country"),laos.mp4
LAP,(as in "on a track"),lap.mp4
LAP,(as in "someone’s lap; flat area between waist and knees when seated"),lap2.mp4
LAPSE,(as in "missing or absent"),lapse.mp4
LAPTOP,,laptop.mp4
LARGE,,large.mp4
LARGE CHESTED,(as in "a fit physical build of a person"),large_chested.mp4
LARGE SHOULDERS,,large_shoulders.mp4
LARGER,,larger.mp4
LARGER BUILD,,larger_build.mp4
LARGEST,,largest.mp4
LARRY,(as in "the name"),larry.mp4
LARVA,(as in "a young bug"),larva.mp4
LARVA,(as in "a young bee"),larva2.mp4
LARYNX,,larynx.mp4
LAS VEGAS,(as in "the city in Nevada"),las_vegas.mp4
LASAGNA,,lasagna.mp4
LAST,(as in "final"),last.mp4
LAST,(as in "to continue"),last2.mp4
LAST,(as in "in the past"),last3.mp4
LAST MINUTE,,last_minute.mp4
LAST MONTH,,last_month.mp4
LASTING,,lasting.mp4
LATE,,late.mp4
LATELY,,lately.mp4
LATER,,later.mp4
LATIN,(as in "the language"),latin.mp4
LATIN,|(as in "the ethnicity,_a_person_fro.mp4,LATIN2.mp4
LATIN AMERICA,,latin_america.mp4
LATIN AMERICAN,,latin_american.mp4
LATINO,,latino.mp4
LATTER DAY SAINTS,,latter_day_saints.mp4
LATVIA,(as in "the country"),latvia.mp4
LAUGH,,laugh.mp4
LAUGH AT,,laugh_at.mp4
LAUGHTER,,laughter.mp4
LAUNCH,,launch.mp4
LAUNDRY,,laundry.mp4
LAURENT CLERC,(as in "the apostle of the Deaf in America"),laurent_clerc.mp4
LAVA,,lava.mp4
LAW,,law.mp4
LAWN,,lawn.mp4
LAWYER,,lawyer.mp4
LAY,,lay.mp4
LAY DOWN,,lay_down.mp4
LAY OFF,,lay_off.mp4
LAYER,,layer.mp4
LAYERS,,layers.mp4
LAYPERSON,,layperson.mp4
LAZY,,lazy.mp4
LEAD,,lead.mp4
LEADER,,leader.mp4
LEAF,,leaf.mp4
LEAFLET,,leaflet.mp4
LEAK,,leak.mp4
LEAN,,lean.mp4
LEAP,,leap.mp4
LEAP YEAR,,leap_year.mp4
LEARN,,learn.mp4
LEARNER,,learner.mp4
LEARNING,,learning.mp4
LEARNING DISABLED,,learning_disabled.mp4
LEASH,,leash.mp4
LEAST,,least.mp4
LEATHER,,leather.mp4
LEAVE,(as in "depart"),leave.mp4
LEAVE,(as in "abandon and leave behind"),leave2.mp4
LEAVES,,leaves.mp4
LEBANON,(as in "the country"),lebanon.mp4
LECTURE,,lecture.mp4
LECTURER,,lecturer.mp4
LEFT,(as in "leave behind"),left.mp4
LEFT,(as in "the direction"),left2.mp4
LEFT HAND,,left_hand.mp4
LEFT SIDE,(as in "the left side of the body"),left_side.mp4
LEFT TURN,(as in "a vehicle turning left"),left_turn.mp4
LEFT TURN,(as in "a person turning left"),left_turn2.mp4
LEFT-HANDED,,left2handed.mp4
LEFTOVER,(as in "food remaining"),leftover.mp4
LEFTOVER,(as in "things left"),leftover2.mp4
LEFTY,,lefty.mp4
LEG,,leg.mp4
LEGAL,,legal.mp4
LEGEND,,legend.mp4
LEGISLATOR,,legislator.mp4
LEGISLATURE,,legislature.mp4
LEGITIMATE,,legitimate.mp4
LEGS STRAIGHT OUT IN FRONT OF YOU,,legs_straight_out_in_front_of_you.mp4
LEISURE,,leisure.mp4
LEMON,,lemon.mp4
LEMONADE,,lemonade.mp4
LEND,(as in "you lend something to someone else"),lend.mp4
LEND,'(as in "someone let''s you lend something from them")',lend2.mp4
LENGTH,,length.mp4
LENIENT,,lenient.mp4
LENS,(as in "glass lens"),lens.mp4
LENT,,lent.mp4
LEOPARD,,leopard.mp4
LESBIAN,,lesbian.mp4
LESS,(as in "an amount"),less.mp4
LESS,(as in "a comparison- less than"),less2.mp4
LESSEN,,lessen.mp4
LESSON,,lesson.mp4
LET,,let.mp4
LET KNOW,(as in "let one person know"),let_know.mp4
LET KNOW,(as in "let multiple people know"),let_know2.mp4
LET ME KNOW,,let_me_know.mp4
LET ME SEE,,let_me_see.mp4
'LET''S GO',,let1s_go.mp4
'LET''S SEE',,let1s_see.mp4
'LET''S THROW SOME LIGHT ON THE SUBJECT',,let1s_throw_some_light_on_the_subject.mp4
LETTER,(as in "a letter of the alphabet"),letter.mp4
LETTER,(as in "a letter you mail"),letter2.mp4
LETTER CARRIER,,letter_carrier.mp4
LETTUCE,,lettuce.mp4
LEVEL,(as in "a measuring device"),level.mp4
LEVEL,(as in "a grade level or certification level"),level2.mp4
LEVER,,lever.mp4
LIABILITY,,liability.mp4
LIAR,,liar.mp4
LIBERAL,(as in "political belief"),liberal.mp4
LIBERAL,(as in "open minded"),liberal2.mp4
LIBERATE,,liberate.mp4
LIBERTY,,liberty.mp4
LIBRARIAN,,librarian.mp4
LIBRARY,,library.mp4
LICENSE,,license.mp4
LICENSE PLATE,,license_plate.mp4
LICK,(as in "to lick an ice cream cone"),lick.mp4
LICK,(as in "to lick a popsicle"),lick2.mp4
LICK,(as in "lick something in general"),lick3.mp4
LICK,(as in "an animal licking you"),lick4.mp4
LID,(as in "lid for a container"),lid.mp4
LIE,(as in "lie down"),lie.mp4
LIE,(as in "not the truth"),lie2.mp4
LIE,(as in "lying a lot"),lie3.mp4
LIE DOWN,,lie_down.mp4
LIECHTENSTEIN,(as in "the country"),liechtenstein.mp4
LIFE,,life.mp4
LIFEGUARD,,lifeguard.mp4
LIFEJACKET,,lifejacket.mp4
LIFT,(as in "lift or move higher"),lift.mp4
LIGHT,(as in "the type of light that comes from a lamp"),light.mp4
LIGHT,(as in "sunlight"),light2.mp4
LIGHT,(as in "light in weight"),light3.mp4
LIGHT,(as in "bright"),light4.mp4
LIGHT,(as in "bright in color"),light5.mp4
LIGHT,(as in "moonlight"),light6.mp4
LIGHT OF THE MOON,,light_of_the_moon.mp4
LIGHTBULB,,lightbulb.mp4
LIGHTER,(as in "device used to start something on fire"),lighter.mp4
LIGHTHOUSE,,lighthouse.mp4
LIGHTHOUSE BEACON,,lighthouse_beacon.mp4
LIGHTHOUSE LIGHT,,lighthouse_light.mp4
LIGHTNING,,lightning.mp4
LIGHTNING BOLT,,lightning_bolt.mp4
LIGHTNING BUG,,lightning_bug.mp4
LIGHTNING STORM,,lightning_storm.mp4
LIKE,(as in "to like something"),like.mp4
LIKE,(as in "similar"),like2.mp4
LIKE,(as in "really like or like a lot"),like3.mp4
LIKELY,,likely.mp4
LIMB,,limb.mp4
LIME,,lime.mp4
LIMIT,,limit.mp4
LIMP,,limp.mp4
LINCOLN,(as in "the capital city of Nebraska"),lincoln.mp4
LINDA,(as in "the name"),linda.mp4
LINE,(as in "a line of people"),line.mp4
LINE,(as in "a mark or boundary"),line2.mp4
LINE UP,(as in "to get in line"),line_up.mp4
LINGER,,linger.mp4
LINGUINE,,linguine.mp4
LINGUISTICS,,linguistics.mp4
LINK,,link.mp4
LINT,,lint.mp4
LION,,lion.mp4
LION MANE,,lion_mane.mp4
LIP,(as in "above or below the mouth"),lip.mp4
LIPREAD,,lipread.mp4
LIPS,(as in "the flesh above and below the opening of the mouth"),lips.mp4
LIPSTICK,,lipstick.mp4
LIQUEUR,,liqueur.mp4
LIQUID,,liquid.mp4
LIQUOR,,liquor.mp4
LIST,,list.mp4
LISTEN,,listen.mp4
LISTENING,,listening.mp4
LITANY,,litany.mp4
LITER,(as in "unit of measurement"),liter.mp4
LITHUANIA,(as in "the country"),lithuania.mp4
LITTLE,(as in "a quantity or amount- a little bit"),little.mp4
LITTLE,|(as in "the size of something,_it_is_small_or_littl.mp4,LITTLE2.mp4
LITTLE,|(as in "height- petite,_short_or_littl.mp4,LITTLE3.mp4
LITTLE,(as in "younger"),little4.mp4
LITTLE BIT,,little_bit.mp4
LITTLE BITTY,,little_bitty.mp4
LITTLE CHILD,,little_child.mp4
LITTLE FINGER,,little_finger.mp4
LITTLE ROCK,(as in "the capital of Arkansas"),little_rock.mp4
LIVE,,live.mp4
LIVELY,(as in "full of energy"),lively.mp4
LIVING ROOM,,living_room.mp4
LIVING WILL,,living_will.mp4
LIZ,(as in "the name"),liz.mp4
LIZARD,,lizard.mp4
LL,(as in "the letter L twice"),ll.mp4
LLAMA,,llama.mp4
LOAD,,load.mp4
LOAF,(as in "loaf of bread"),loaf.mp4
LOAF,(as in "lazy"),loaf2.mp4
LOAN,(as in "someone gives you a loan"),loan.mp4
LOAN,(as in "you loan something to someone else"),loan2.mp4
LOATH,,loath.mp4
LOATHE,,loathe.mp4
LOBSTER,,lobster.mp4
LOCAL,,local.mp4
LOCATION,,location.mp4
LOCK,,lock.mp4
LOCK UP,,lock_up.mp4
LOCKER,,locker.mp4
LOCKET,,locket.mp4
LOCOMOTIVE,(as in "a train"),locomotive.mp4
LOFT,,loft.mp4
LOFTY,,lofty.mp4
LOG,,log.mp4
LOG OFF,,log_off.mp4
LOGAN,(as in "the name"),logan.mp4
LOGIC,,logic.mp4
LOLLIPOP,,lollipop.mp4
LONDON,(as in "the capital of England"),london.mp4
LONE,,lone.mp4
LONELY,,lonely.mp4
LONESOME,,lonesome.mp4
LONG,,long1.mp4
LONG DISTANCE,(as in "far"),long_distance.mp4
LONG DISTANCE,(as in "a relationship"),long_distance2.mp4
LONG FACE,,long_face.mp4
LONG HAIR,,long_hair.mp4
LONG SLEEVE,(as in "a type of shirt"),long_sleeve.mp4
LONG TIME AGO,,long_time_ago.mp4
LONGING,(as in "a great desire"),longing.mp4
LOOK,(as in "to check for something"),look.mp4
LOOK,(as in "to look at something"),look2.mp4
LOOK,(as in "appearance"),look3.mp4
LOOK,(as in "to look for something"),look4.mp4
LOOK ALIKE,,look_alike.mp4
LOOK AT,,look_at.mp4
LOOK AT EACH OTHER,,look_at_each_other.mp4
LOOK AT ME,,look_at_me.mp4
LOOK BACK,,look_back.mp4
LOOK BOTH WAYS,,look_both_ways.mp4
LOOK DOWN,,look_down.mp4
LOOK DOWN AT,(as in "look down at someone"),look_down_at.mp4
LOOK DOWN AT,(as in "look down at me"),look_down_at2.mp4
LOOK DOWN ON,(as in "look down on someone"),look_down_on.mp4
LOOK DOWN ON,(as in "look down on me"),look_down_on2.mp4
LOOK EACH OTHER OVER,,look_each_other_over.mp4
LOOK LEFT,,look_left.mp4
LOOK LIKE,,look_like.mp4
LOOK OUT,,look_out.mp4
LOOK OVER,(as in "to look over an object"),look_over.mp4
LOOK OVER,(as in "reviewing something"),look_over2.mp4
LOOK OVER,(as in "to look over a person"),look_over3.mp4
LOOK OVER,(as in "look briefly"),look_over4.mp4
LOOK OVER PERSON,,look_over_person.mp4
LOOK RIGHT,,look_right.mp4
LOOK THERE,,look_there.mp4
LOOK TO THE LEFT,,look_to_the_left.mp4
LOOK TO THE RIGHT,,look_to_the_right.mp4
LOOK UP,,look_up.mp4
LOOK UP AND DOWN,,look_up_and_down.mp4
LOOK UP TO,,look_up_to.mp4
LOOK,,look.mp4
LOOKOUT,,lookout.mp4
LOOKS NICE,,looks_nice.mp4
LOOKS THE SAME,,looks_the_same.mp4
LOON,,loon.mp4
LOONY,,loony.mp4
LOOP,,loop.mp4
LOOP,(as in "a loop in a roller coaster"),loop2.mp4
LOOSE,,loose.mp4
LOPSIDED,,lopsided.mp4
LORD,(as in "God"),lord.mp4
LORD,(as in "ruler or king"),lord2.mp4
'LORD''S SUPPER',,lord1s_supper.mp4
LOS ANGELES,(as in "the city in California"),los_angeles.mp4
LOSE,(as in "to lose a game"),lose.mp4
LOSE,(as in "to lose something"),lose2.mp4
LOSE A GAME,,lose_a_game.mp4
LOSE GAME,,lose_game.mp4
LOSE WEIGHT,,lose_weight.mp4
LOSE YOUR LICENSE,,lose_your_license.mp4
LOSER,,loser.mp4
LOSING,,losing.mp4
LOSS,,loss.mp4
LOST,(as in "to lose a game"),lost.mp4
LOST,(as in "to lose something"),lost2.mp4
LOST A GAME,,lost_a_game.mp4
LOST YOUR SHIRT,,lost_your_shirt.mp4
LOT,(as in "many"),lot.mp4
LOT,(as in "an area or space"),lot2.mp4
LOTION,,lotion.mp4
LOUD,,loud.mp4
LOUISE,(as in "the name"),louise.mp4
LOUISIANA,(as in "the state"),louisiana.mp4
LOUSY,,lousy.mp4
LOVE,(as in "to show love"),love.mp4
LOVE,(as in "crazy about"),love2.mp4
LOVE,(as in "to enjoy"),love3.mp4
LOVE,(as in "adore"),love4.mp4
LOVE IT,,love_it.mp4
LOVELY,,lovely.mp4
LOVER,,lover.mp4
LOW,,low.mp4
LOW TIDE,,low_tide.mp4
LOWLY,,lowly.mp4
LOYAL,,loyal.mp4
LOYALTY,,loyalty.mp4
LUBRICATE,,lubricate.mp4
LUBRICATION,,lubrication.mp4
LUCK,,luck.mp4
LUCKY,,lucky.mp4
LUDICROUS,,ludicrous.mp4
LUDWIG,(as in "the name"),ludwig.mp4
LUGGAGE,,luggage.mp4
LULAV,,lulav.mp4
LULLABY,,lullaby.mp4
LUMBER,,lumber.mp4
LUMBERJACK,,lumberjack.mp4
LUMINOUS,,luminous.mp4
LUMP,(as in "a lump on your body"),lump.mp4
LUMP,(as in "a pile of stuff"),lump2.mp4
LUMP SUM,,lump_sum.mp4
LUNATIC,,lunatic.mp4
LUNCH,,lunch.mp4
LUNCH BREAK,,lunch_break.mp4
LUNCHBOX,,lunchbox.mp4
LUNCHTIME,,lunchtime.mp4
LUNG,,lung.mp4
LUSH,,lush.mp4
LUST,(as in "sexual desire"),lust.mp4
LUST,(as in "a great desire"),lust2.mp4
LUTHER,,luther.mp4
LUTHERAN,,lutheran.mp4
LUXEMBOURG,(as in "the country"),luxembourg.mp4
LUXURIOUS,,luxurious.mp4
LUXURY,,luxury.mp4
LYFT,(as in "the ride share service"),lyft.mp4
LYING A LOT,(as in "lying a lot"),lying_a_lot.mp4
M,(as in "the letter M"),m.mp4
MA,(as in "a type of graduate degree"),ma.mp4
MA,(as in "female parent"),ma2.mp4
MAA,(as in "the sound a goat makes"),maa.mp4
MACARONI,(as in "elbow pasta"),macaroni.mp4
MACARONI AND CHEESE,(as in "mac and cheese"),macaroni_and_cheese.mp4
MACEDONIA,(as in "the country"),macedonia.mp4
MACHINE,,machine.mp4
MAD,(as in "angry"),mad.mp4
MAD,(as in "crazy"),mad2.mp4
MADONNA,(as in "the name"),madonna.mp4
MAGAZINE,,magazine.mp4
MAGI,,magi.mp4
MAGIC,,magic.mp4
MAGICIAN,,magician.mp4
MAGNET,,magnet.mp4
MAGNETIC,,magnetic.mp4
MAGNIFY,(as in "make something appear larger"),magnify.mp4
MAGNIFY,(as in "to give praise to God"),magnify2.mp4
MAGNITUDE,,magnitude.mp4
MAID OF HONOR,,maid_of_honor.mp4
MAIDEN,,maiden.mp4
MAIL,,mail.mp4
MAIL,(as in "mail to someone"),mail2.mp4
MAIL,(as in "mail to me"),mail3.mp4
MAIL CARRIER,,mail_carrier.mp4
MAIL WOMAN,,mail_woman.mp4
MAILBOX,,mailbox.mp4
MAILMAN,,mailman.mp4
MAILWOMAN,,mailwoman.mp4
MAIN,,main.mp4
MAINE,(as in "the state"),maine.mp4
MAINSTREAM,,mainstream.mp4
MAINSTREAM SCHOOL,,mainstream_school.mp4
MAINTAIN,,maintain.mp4
MAJESTIC,,majestic.mp4
MAJESTY,|(as in "impressive stateliness,_dig.mp4, or beauty")|,MAJESTY.mp4
MAJESTY,(as in "king and queen"),majesty2.mp4
MAJESTY,(as in "a king"),majesty3.mp4
MAJESTY,(as in "a queen"),majesty4.mp4
MAJESTY,(as in "a title given to a sovereign person or place"),majesty5.mp4
MAJOR,(as in "course of study in school"),major.mp4
MAJORITY,,majority.mp4
MAKE,(as in "to create"),make.mp4
MAKE A BALL,,make_a_ball.mp4
MAKE A LIST,,make_a_list.mp4
MAKE A SNOWBALL,,make_a_snowball.mp4
MAKE BELIEVE,,make_believe.mp4
MAKE HOLY,,make_holy.mp4
MAKE SENSE,,make_sense.mp4
MAKE UP,(as in "invent"),make_up.mp4
MAKE UP,(as in "reconcile"),make_up2.mp4
MAKE UP,(as in "decide"),make_up3.mp4
MAKE UP YOUR MIND,,make_up_your_mind.mp4
MAKER,(as in "God"),maker.mp4
MAKEUP,(as in "cosmetics"),makeup.mp4
MAKEUP BAG,,makeup_bag.mp4
MAKING DO,,making_do.mp4
MALADY,(as in "a disease or sickness"),malady.mp4
MALAYSIA,,malaysia.mp4
MALDIVES,(as in "the country"),maldives.mp4
MALE,,male.mp4
MALFORMATION,,malformation.mp4
MALIGN,,malign.mp4
MALIGNANT,,malignant.mp4
MALL,,mall.mp4
MALTA,(as in "the country"),malta.mp4
MALTREATMENT,,maltreatment.mp4
MAMA,(as in "female parent"),mama.mp4
MAMMAL,,mammal.mp4
MAN,,man.mp4
MANAGE,,manage.mp4
MANAGER,(as in "person in charge"),manager.mp4
MANATEE,,manatee.mp4
MANDATE,,mandate.mp4
MANE,(as in "hair on neck of animal"),mane.mp4
MANEUVER,,maneuver.mp4
MANGER,,manger.mp4
MANGO,,mango.mp4
MANHATTAN,(as in "a boroughs of New York City"),manhattan.mp4
MANICURE,,manicure.mp4
MANIFEST,,manifest.mp4
MANIFESTATION,,manifestation.mp4
MANIPULATE,,manipulate.mp4
MANITOBA,(as in "the Canadian province"),manitoba.mp4
MANKIND,,mankind.mp4
MANNA,,manna.mp4
MANNER,,manner.mp4
MANTEL,,mantel.mp4
MANUAL,(as in "a single manual"),manual.mp4
MANUAL ALPHABET,,manual_alphabet.mp4
MANUALS,(as in "multiple manuals"),manuals.mp4
MANUFACTURE,,manufacture.mp4
MANURE,,manure.mp4
MANY,,many.mp4
MAP,,map.mp4
MARBLE,(as in "the toy"),marble.mp4
MARBLE,(as in "the stone"),marble2.mp4
MARCH,(as in "the month"),march.mp4
MARCH,|(as in "the verb,_to_m.mp4, or a parade")|,MARCH2.mp4
MARDI GRAS,,mardi_gras.mp4
MARE,(as in "female horse"),mare.mp4
MARGARINE,,margarine.mp4
MARGIN,,margin.mp4
MARINES,(as in "a branch of the military"),marines.mp4
MARIONETTE,,marionette.mp4
MARK,(as in "the name"),mark.mp4
MARKET,(as in "A place where goods are bought and sold"),market.mp4
MARLEE,(as in "the name"),marlee.mp4
MARRIAGE,,marriage.mp4
MARRIED,,married.mp4
MARROW,,marrow.mp4
MARRY,,marry.mp4
MARS,,mars.mp4
MARSHAL,,marshal.mp4
MARSHMALLOW,,marshmallow.mp4
MART,,mart.mp4
MARTA,(as in "the name"),marta.mp4
MARTIN LUTHER KING JR DAY,,martin_luther_king_jr_day.mp4
MARTINIQUE,(as in "the French territory"),martinique.mp4
MARTYR,,martyr.mp4
MARVEL,,marvel.mp4
MARVELOUS,,marvelous.mp4
MARY,(as in "the Virgin Mary"),mary.mp4
MARYLAND,(as in "the state"),maryland.mp4
MASH,,mash.mp4
MASHED POTATO,,mashed_potato.mp4
MASK,,mask.mp4
MASQUERADE,,masquerade.mp4
MASS,(as in "a type of church service"),mass.mp4
MASSACHUSETTS,(as in "the state"),massachusetts.mp4
MASSACRE,,massacre.mp4
MASSAGE,,massage.mp4
MASSIVE,,massive.mp4
MAST,,mast.mp4
MASTER,,master.mp4
MASTER CARD,(as in "the type of credit card"),master_card.mp4
MASTER OF ARTS,(as in "a type of graduate degree"),master_of_arts.mp4
MASTER OF SCIENCE,(as in "a type of graduate degree"),master_of_science.mp4
'MASTER''S',(as in "a graduate degree"),master1s.mp4
'MASTER''S DEGREE',(as in "a graduate degree"),master1s_degree.mp4
MATCH,,match.mp4
MATCHES,(as in "strike to make fire"),matches.mp4
MATERIAL,(as in "equipment"),material.mp4
MATERIAL,(as in "fabric"),material2.mp4
MATERIALIZE,,materialize.mp4
MATH,,math.mp4
MATH PROBLEM,,math_problem.mp4
MATHEMATICS,,mathematics.mp4
MATINEE,,matinee.mp4
MATTER,(as in "stuff"),matter.mp4
MATTHEW,(as in "the name"),matthew.mp4
MATTRESS,,mattress.mp4
MATURE,(as in "a person"),mature.mp4
MATURE,(as in "a plant growing"),mature2.mp4
MATZOTH,,matzoth.mp4
MAUI,(as in "one of the Hawaiian Islands"),maui.mp4
MAX,(as in "the name"),max.mp4
MAXED OUT,,maxed_out.mp4
MAXIMUM,,maximum.mp4
MAY,(as in "the month"),may.mp4
MAY,(as in "can or could"),may2.mp4
MAY,(as in "possibly or maybe"),may3.mp4
